Mod:Item:MetaData, Localized Name
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:glass_door, Glass Door
inspirations:glass_trapdoor:0, Glass Trapdoor
inspirations:torch_lever:0, Torch Lever
inspirations:bricks_button:0, Bricks Button
inspirations:bricks_button:1, Nether Brick Button
inspirations:redstone_barrel:0, Redstone Barrel
inspirations:redstone_torch_lever:0, Redstone Torch Lever
inspirations:carpeted_trapdoor_white:0, White Carpeted Trapdoor
inspirations:carpeted_trapdoor_orange:0, Orange Carpeted Trapdoor
inspirations:carpeted_trapdoor_magenta:0, Magenta Carpeted Trapdoor
inspirations:carpeted_trapdoor_light_blue:0, Light Blue Carpeted Trapdoor
inspirations:carpeted_trapdoor_yellow:0, Yellow Carpeted Trapdoor
inspirations:carpeted_trapdoor_lime:0, Lime Carpeted Trapdoor
inspirations:carpeted_trapdoor_pink:0, Pink Carpeted Trapdoor
inspirations:carpeted_trapdoor_gray:0, Gray Carpeted Trapdoor
inspirations:carpeted_trapdoor_silver:0, Light Gray Carpeted Trapdoor
inspirations:carpeted_trapdoor_cyan:0, Cyan Carpeted Trapdoor
inspirations:carpeted_trapdoor_purple:0, Purple Carpeted Trapdoor
inspirations:carpeted_trapdoor_blue:0, Blue Carpeted Trapdoor
inspirations:carpeted_trapdoor_brown:0, Brown Carpeted Trapdoor
inspirations:carpeted_trapdoor_green:0, Green Carpeted Trapdoor
inspirations:carpeted_trapdoor_red:0, Red Carpeted Trapdoor
inspirations:carpeted_trapdoor_black:0, Black Carpeted Trapdoor
inspirations:collector:0, Collector
inspirations:pipe:0, Pipe
inspirations:arrow, item.inspirations.arrow.name
inspirations:redstone_charger, Redstone Charger
inspirations:wooden_crook, Wooden Crook
inspirations:stone_crook, Stone Crook
inspirations:bone_crook, Bone Crook
inspirations:blaze_crook, Blaze Rod Crook
inspirations:wither_crook, Withered Bone Crook
inspirations:north_compass, North Compass
inspirations:barometer, Barometer
inspirations:photometer, Photometer
inspirations:waypoint_compass:0, Beacon Compass
inspirations:dyed_bottle:15, White Dyed Water Bottle
inspirations:dyed_bottle:14, Orange Dyed Water Bottle
inspirations:dyed_bottle:13, Magenta Dyed Water Bottle
inspirations:dyed_bottle:12, Light Blue Dyed Water Bottle
inspirations:dyed_bottle:11, Yellow Dyed Water Bottle
inspirations:dyed_bottle:10, Lime Dyed Water Bottle
inspirations:dyed_bottle:9, Pink Dyed Water Bottle
inspirations:dyed_bottle:8, Gray Dyed Water Bottle
inspirations:dyed_bottle:7, Light Gray Dyed Water Bottle
inspirations:dyed_bottle:6, Cyan Dyed Water Bottle
inspirations:dyed_bottle:5, Purple Dyed Water Bottle
inspirations:dyed_bottle:4, Blue Dyed Water Bottle
inspirations:dyed_bottle:3, Brown Dyed Water Bottle
inspirations:dyed_bottle:2, Green Dyed Water Bottle
inspirations:dyed_bottle:1, Red Dyed Water Bottle
inspirations:dyed_bottle:0, Black Dyed Water Bottle
inspirations:potato_soup, Potato Soup
inspirations:cactus_seeds, Cactus Seeds
inspirations:sugar_cane_seeds, Sugar Cane Seeds
inspirations:carrot_seeds, Carrot Seeds
inspirations:potato_seeds, Potato Seeds
appletreesrev:emerald_apple, Emerald Apple
appletreesrev:sapling_apple, Apple sapling
appletreesrev:sapling_gapple, Golden apple sapling
appletreesrev:sapling_eapple, Emerald apple sapling
appletreesrev:apple_plant, Apple plant
appletreesrev:gapple_plant, Golden apple plant
appletreesrev:eapple_plant, Emerald apple plant
appletreesrev:apple_log, Apple tree trunk
appletreesrev:apple_planks, Apple tree planks
appletreesrev:apple_leaves, Apple tree leaves
appletreesrev:apple_stairs, Apple tree stairs
appletreesrev:slab_half:0, Apple tree slab
appletreesrev:apple_door, Apple tree door
appletreesrev:apple_fence, Apple tree fence
appletreesrev:apple_fence_gate, Apple tree fence gate
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, Paper Lamp
quark:paper_lantern:1, Decorated Paper Lamp
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:leaf_carpet:6, Swamp Oak Leaf Carpet
quark:leaf_carpet:7, Blossoming Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:glass_item_frame, item.glass_item_frame.name
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:color_slime:0, Red Slime Block
quark:color_slime:1, Blue Slime Block
quark:color_slime:2, Cyan Slime Block
quark:color_slime:3, Magenta Slime Block
quark:color_slime:4, Yellow Slime Block
quark:gravisand, tile.gravisand.name
quark:redstone_inductor, tile.redstone_inductor.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:chain, item.chain.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
